name,detail_text,description,number,price,count_toys
"Детский электроквадроцикл ТМ ROCKET, 2 мотора по 20 Вт, цвет красный  R0085","• Размеры машины: 90х55х60 см.,• Работает от 2-х аккумуляторов 6V4.5AH.,• Мощность аккумулятора: 20 Вт.,• Время зарядки аккумулятора 8-12 ч.,• Время работы: 1-2 ч.,• Зарядное устройство в комплекте.,• Максимальная скорость: 5 км/ч.,• Функции:,- движение вперёд, назад, осуществляется при помощи педали газа.,- при повороте руля, поворачиваются передние колёса.,- машиной можно управлять с пульта.,- свет фар.,- проигрывает музыкальные мелодии.,- сигнал клаксона.,- USB-разъём.,- AUX.,• Пластиковое сиденье с ремнём безопасности.,• Максимально допустимый вес: 25 кг.,• Пульт работает от 2-х батареек ""ААА"" (не входят в комплект),• Материал: пластик.,• Пластиковые колёса (d=25 см.),• Дорожный просвет: 18 см.,• Соответствует требованиям безопасности и стандартам качества продукции.,• Для детей от 3-х лет.","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Максимальная нагрузка, кг': '25', 'Количество мест': '1', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '96х51,5х31', 'Скорость,км/ч': 'до 5', 'Тип аккумулятора, вольт': '6', 'Емкость аккумулятора': '4,5Ah*1', 'Возраст': 'от 3 лет', 'Мощность двигателя': '20Вт', 'Цвет': 'Красный', 'Материал колес': 'Пластмасса', 'Материал товара': 'Пластмасса', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1'}",10130079,12400,6
"Мотоцикл на аккум.6V4AH*1, 1 мотор, вперед/назад, свет, звук, цвет черный, мотоцикл 82*52*37см, в/к 55х34х31","""Трёхколёсный мотоцикл для самых маленьких.,,Яркий дизайн с милым медведем, летящим на встречу приключениям, светящиеся фары и проблесковый маячок, а также веселые мелодии, надолго увлекут малыша.,,Компактные габариты мотоцикла позволяют использовать его в квартире, а небольшой вес обеспечивает возможность выноса на улицу.,Трёхколёсная конструкция делает мотоцикл устойчивым. ,,Транспорт приводится в движение нажатием педали газа ногой.,,Основные характеристики:,Аккумулятор: 6V4Ah,Материал: Пластик,Колёса: Пластик,Количество колёс: 3,Пульт д/у: нет,Функции: Вперед/назад, свет, звук,Максимальная скорость: 2-3км/ч,Максимальная нагрузка: 20кг,Размер мотоцикла: 82х52х37см,Размер коробки: 55х34х31см,Вес нетто: 3,9кг,Вес брутто: 4,55кг"",","{'Бренд, ТМ': 'City-Ride', 'Страна': 'Китай', 'Материал товара': 'Пластмасса', 'Большая коробка': '1', 'Малая коробка': '1'}",10130057,5170,1
"Каталка ""Ориоша"" цвет перламутровый синий 198_С /Орион/",,"{'Бренд, ТМ': 'Орион', 'Страна': 'Украина', 'Возраст': 'от 3 лет', 'Материал товара': 'Пластмасса', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '63х29х30', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1'}",10100120,2940,3
"Каталка ""Ориоша ПОЛИЦИЯ"" цвет синий 198_П /Орион/","Машинка, руль, спинка. Размер в собранном виде (Д)х(Ш)х(В) 62х30х48 см; Высота от пола до сиденья 24,5 мм; Сигнал - гудок механический; Сиденье откидывается, есть грузовой отсек; Максимально допустимая нагрузка 30 кг.","{'Бренд, ТМ': 'Орион', 'Страна': 'Украина', 'Возраст': 'от 3 лет', 'Материал товара': 'Пластмасса', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '63х29х30', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1'}",10100121,2940,1
"Мотоцикл-каталка 2 колеса, музыкальный руль, элементы питания в комплекте, цвет синий 501в.3_С /Орион/",,"{'Бренд, ТМ': 'Орион', 'Страна': 'Украина', 'Возраст': 'от 3 лет', 'Материал товара': 'Пластмасса', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '65х28х44', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1'}",10100123,3150,1
"Мотоцикл-каталка 2 колеса, цвет лимон 501_Л /Орион/",,"{'Бренд, ТМ': 'Орион', 'Страна': 'Украина', 'Возраст': 'от 3 лет', 'Материал товара': 'Пластмасса', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '65х28х44', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1'}",10100125,2810,4
"Детский электромотоцикл, цвет красный BM100-1","• Размеры игрушки: 85х39х52 см.,• Работает от аккумулятора 6V4.5AH.,• Функции:,- движение вперёд и назад (осуществляется при нажатии педали газа).,- музыка.,- звук клаксона.,- свет фар.,• Зарядное устройство в комплекте.,• Максимальная нагрузка: 25 кг.,• Максимальная скорость: 4 км\ч.,• Мощность аккумулятора: 20 Вт.,• Время зарядки: 8-12 часов.,• Время работы: 1.5-2 часа.,• Материал: пластик.,• Пластиковые колёса (d=24 см.),• Высота от пола до сиденья: 33 см.,• Соответствует требованиям безопасности продукции.","{'Бренд, ТМ': 'КНР', 'Страна': 'Китай', 'Максимальная нагрузка, кг': '25', 'Количество мест': '1', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '74х27х38', 'Скорость,км/ч': 'до 4', 'Тип аккумулятора, вольт': '6', 'Емкость аккумулятора': '4,5Ah*1', 'Возраст': 'от 3 лет', 'Мощность двигателя': '20Вт', 'Цвет': 'Красный', 'Материал колес': 'Пластмасса', 'Материал товара': 'Пластмасса', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1'}",10130072,6100,1
Каталка-автомобиль цвет сиреневый У431/3 /Совтехстром/,"Для безопасности детей спереди и сзади машинка оборудована упорами которые не позволят ей перевернуться. Удобно, что у каталки имеется отсек для любимых игрушек. Есть клаксон, он сделает приближение юного шофера особенно эффектным!,Максимальная нагрузка: до 30 кг.,Размеры: 61*33*30 см.,Вес: 2 кг.","{'Бренд, ТМ': 'Стром', 'Страна': 'Россия', 'Возраст': 'от 2 лет', 'Материал товара': 'Пластмасса', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '65х30х33', 'Пол': 'Девочки', 'Большая коробка': '1', 'Малая коробка': '1'}",1100166,1800,1
"Велосипед детский 2-х колесный 14"" ROCKET, цвет синий R0014","• Велосипед 2-х колёсный, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET.,• Отлично держит дорогу за счет резиновых надувных колес, диаметром 14 дюймов.,• В комплекте имеются  дополнительные учебные колёса  из пластика.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним v-brake и задним барабанным тормозами, срабатывают при нажатии ручек на руле.,• Ширина руля: 48 см, оснащен противоскользящими ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Металлические брызговики защитят маленького велосипедиста от загрязнений.,• Металлический багажник.,• Съёмная металлическая корзина.,• Для детей 4-5 лет.,• Размеры велосипеда: 100х48х65 см.,• Размер рамы: 8.5 дюймов.,• Велосипед подходит для детей ростом 95-120 см.,• Вес велосипеда: 7.5 кг.,• Максимально допустимый вес: 40 кг.","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 4 лет', 'Диаметр колёс, дюймы': '14', 'Размер упаковки (ДхШхВ)': '80х19х40', 'Рост пользователя': '95-120 см', 'Цвет': 'Синий', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'V-Brake'}",10090306,7658,1
"Велосипед детский 2-х колесный 18"" ROCKET, цвет черный/синий R0025","• Велосипед 2-х колёсный создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET.,• Отлично держит дорогу за счет резиновых надувных колес, диаметром 18 дюймов.,• В комплекте имеются  дополнительные учебные колёса  из пластика.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним v-образным и задним дисковым тормозами, срабатывают при нажатии ручек на руле.,• Ширина руля: 53 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Пластиковые легкие брызговики защитят маленького велосипедиста от загрязнений.,• Для детей 6-9 лет.,• Размеры велосипеда: 120х53х80 см.,• Размер рамы: 10 дюймов.,• Велосипед подходит для детей ростом 120-140 см.,• Вес велосипеда: 8 кг.,• Максимально допустимый вес: 40 кг.,• На рулевой стойке крепление для корзины или катафота (не входят в комплект)","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 6 лет', 'Диаметр колёс, дюймы': '18', 'Размер упаковки (ДхШхВ)': '91х18х49', 'Рост пользователя': '120-140 см', 'Цвет': 'черный', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'дисковый механический'}",10090315,8635,1
"Велосипед детский 2-х колесный, 14"" ROCKET, цвет голубой  R0027","• Велосипед 2-х колёсный, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET не оставит равнодушным ни одного ребенка!,• Отлично держит дорогу за счет  резиновых  надувных колес, диаметром 14 дюймов.,• Съёмные боковые колёса, из пластика.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним и задним тормоза, срабатывают при нажатии ручек на руле.,• Ширина руля:  48 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Пластиковые легкие брызговики  защитят маленького велосипедиста от загрязнений.,• Съёмная пластиковая передняя корзина (19.5х21х12 см.),• В комплекте рулевой звонок.,• Для детей 4-5 лет. ,• Размеры велосипеда: 100х48х72 см.,• Велосипед подходит для детей ростом 95-120 см.,• Вес велосипеда: 6 кг.,• Максимально допустимый вес: 20 кг.","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 4 лет', 'Диаметр колёс, дюймы': '14', 'Размер упаковки (ДхШхВ)': '80х19х40', 'Рост пользователя': '95-120 см', 'Цвет': 'Голубой', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1'}",10090317,7240,1
"Велосипед детский 2-х колесный, 16"" ROCKET цвет серый R0031","• Велосипед 2-х колёсный, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET не оставит равнодушным ни одного ребенка!,• Отлично держит дорогу за счет  резиновых  надувных колес, диаметром 16 дюймов.,• Съёмные боковые колёса, из пластика.,• Диаметр боковых колёс: 11 см.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним и задним тормоза, срабатывают при нажатии ручек на руле.,• Ширина руля:  48 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Пластиковые легкие брызговики  защитят маленького велосипедиста от загрязнений.,• В комплекте рулевой звонок.,• Для детей 5-6 лет. ,• Размеры велосипеда: 110х48х75 см.,• Велосипед подходит для детей ростом 100-125 см.,• Вес велосипеда: 7.2 кг.,• Максимально допустимый вес: 30 кг.,• На рулевой стойке крепление для корзины или катафота (не входят в комплект)","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 5 лет', 'Диаметр колёс, дюймы': '16', 'Размер упаковки (ДхШхВ)': '86х19х42', 'Рост пользователя': '100-127', 'Цвет': 'Серый', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'дисковый механический'}",10090318,7240,1
"Велосипед детский 2-х колесный, 14"" ROCKET, цвет синий R0030","• Велосипед 2-х колёсный, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET не оставит равнодушным ни одного ребенка!,• Отлично держит дорогу за счет  резиновых  надувных колес, диаметром 14 дюймов.,• В комплекте имеются  дополнительные учебные колёса  из полиуретана (светятся во время движения).,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним и задним тормоза, срабатывают при нажатии ручек на руле.,• Ширина руля:  48 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Пластиковые легкие брызговики  защитят маленького велосипедиста от загрязнений.,• В комплекте рулевой звонок.,• Для детей 4-5 лет. ,• Размеры велосипеда: 100х48х72 см.,• Велосипед подходит для детей ростом 95-120 см.,• Вес велосипеда: 6.4 кг.,• Максимально допустимый вес: 25 кг.,• На рулевой стойке крепление для корзины или катафота (не входят в комплект)","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 4 лет', 'Диаметр колёс, дюймы': '14', 'Размер упаковки (ДхШхВ)': '80х19х40', 'Рост пользователя': '95-120 см', 'Цвет': 'Синий', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'дисковый механический'}",10090320,6825,1
"Велосипед детский 2-х колесный 18"" ROCKET, цвет красный R0025","• Велосипед 2-х колёсный создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET.,• Отлично держит дорогу за счет резиновых надувных колес, диаметром 18 дюймов.,• В комплекте имеются  дополнительные учебные колёса  из пластика.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним v-образным и задним дисковым тормозами, срабатывают при нажатии ручек на руле.,• Ширина руля: 53 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Пластиковые легкие брызговики защитят маленького велосипедиста от загрязнений.,• Для детей 6-9 лет.,• Размеры велосипеда: 120х53х80 см.,• Размер рамы: 10 дюймов.,• Велосипед подходит для детей ростом 120-140 см.,• Вес велосипеда: 8 кг.,• Максимально допустимый вес: 40 кг.,• На рулевой стойке крепление для корзины или катафота (не входят в комплект)","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 6 лет', 'Диаметр колёс, дюймы': '18', 'Размер упаковки (ДхШхВ)': '91х18х49', 'Рост пользователя': '120-140 см', 'Цвет': 'Красный', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'дисковый механический'}",10090287,8635,1
"Велосипед детский 2-х колесный 14"" ROCKET, цвет зеленый R0014","• Велосипед 2-х колёсный, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET.,• Отлично держит дорогу за счет резиновых надувных колес, диаметром 14 дюймов.,• В комплекте имеются  дополнительные учебные колёса  из пластика.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним v-brake и задним барабанным тормозами, срабатывают при нажатии ручек на руле.,• Ширина руля: 48 см, оснащен противоскользящими ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Металлические брызговики защитят маленького велосипедиста от загрязнений.,• Металлический багажник.,• Съёмная металлическая корзина.,• Для детей 4-5 лет.,• Размеры велосипеда: 100х48х65 см.,• Размер рамы: 8.5 дюймов.,• Велосипед подходит для детей ростом 95-120 см.,• Вес велосипеда: 7.5 кг.,• Максимально допустимый вес: 40 кг.","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 4 лет', 'Диаметр колёс, дюймы': '14', 'Размер упаковки (ДхШхВ)': '80х19х40', 'Рост пользователя': '95-120 см', 'Цвет': 'зеленый', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'V-Brake'}",10090289,7650,2
"Велосипед детский 2-х колесный, 18"" ROCKET, цвет серый R0025","• Велосипед 2-х колёсный создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET.,• Отлично держит дорогу за счет резиновых надувных колес, диаметром 18 дюймов.,• В комплекте имеются  дополнительные учебные колёса  из пластика.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним v-образным и задним дисковым тормозами, срабатывают при нажатии ручек на руле.,• Ширина руля: 53 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Пластиковые легкие брызговики защитят маленького велосипедиста от загрязнений.,• Для детей 6-9 лет.,• Размеры велосипеда: 120х53х80 см.,• Велосипед подходит для детей ростом 120-140 см.,• Вес велосипеда: 8 кг.,• Максимально допустимый вес: 40 кг.,• На рулевой стойке крепление для корзины или катафота (не входят в комплект)","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 6 лет', 'Диаметр колёс, дюймы': '18', 'Размер упаковки (ДхШхВ)': '91х18х49', 'Рост пользователя': '120-140 см', 'Цвет': 'Серый', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'дисковый механический'}",10090290,8635,1
"Велосипед детский 2-х колесный 14""ROCKET, цвет белый/оранжевый R0017","• Велосипед 2-х колёсный, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET не оставит равнодушным ни одного ребенка!,• Отлично держит дорогу за счет резиновых надувных колес, размером 14 дюймов.,• В комплекте имеются дополнительные учебные колёса из полиуретана (светятся при движении).,• Сиденье из ПВХ, можно регулировать по высоте.,• Металлические брызговики защитят маленького велосипедиста от загрязнений.,• Велосипед оснащен передним V-brake и задним барабанным тормозами, срабатывают при нажатии ручек на руле.,• Ширина руля: 50 см, оснащен противоскользящими прорезиненными ручками.,• Велосипед подходит для детей ростом 95-120 см (4-5 лет).,• Габаритные размеры велосипеда: 100х50х66 см.,• Размер рамы: 8.5 дюймов.,• Вес велосипеда: 7.2 кг.","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 4 лет', 'Диаметр колёс, дюймы': '14', 'Рост пользователя': '95-120 см', 'Цвет': 'Белый, Оранжевый', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'V-Brake'}",10090291,7900,5
"Велосипед детский 2-х колесный, 20"" ROCKET, цвет серый R0026","• Велосипед 2-х колёсный, детский, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET.,• Отлично держит дорогу за счет резиновых надувных колес, диаметром 20 дюйма.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним тормозом V-brake и задним барабанным, срабатывают при нажатии ручек на руле.,• Ширина руля: 52 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Размер рамы: 10 дюймов.,• Конструкция вилки: жёсткая.,• Пластиковые легкие брызговики защитят маленького велосипедиста от загрязнений.,• Складная подножка.,• В комплекте рулевой звонок.,• Для детей 6-9 лет.,• Размеры велосипеда: 130х52х86 см.,• Велосипед подходит для детей ростом 120-140 см.,• Вес велосипеда: 8 кг.,• Максимально допустимый вес: 50 кг.","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 6 лет', 'Диаметр колёс, дюймы': '20', 'Размер упаковки (ДхШхВ)': '103х18х51', 'Рост пользователя': '120-140 см', 'Цвет': 'Серый', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'V-Brake'}",10090297,8790,1
"Велосипед подростковый 2-х колёсный, 20"" ROCKET,6 скоростей,цвет матовый черный R0011","• Велосипед 2-х колёсный, 6-и скоростной, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET.,• Отлично держит дорогу за счет резиновых надувных колес, диаметром 20 дюймов.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним v-образным и задним дисковым тормозами, срабатывают при нажатии ручек на руле.,• Ширина руля: 60 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Пластиковые легкие брызговики защитят маленького велосипедиста от загрязнений.,• Складная подножка.,• Для детей 6-9 лет.,• Размеры велосипеда: 135х60х85 см.,• Размеры рамы: 11 дюймов.,• Велосипед подходит для детей ростом 120-140 см.,• Вес велосипеда: 11 кг.,• Максимально допустимый вес: 40 кг.","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 6 лет', 'Диаметр колёс, дюймы': '20', 'Размер упаковки (ДхШхВ)': '108х19х51', 'Рост пользователя': '120-140 см', 'Цвет': 'Красный', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'дисковый механический'}",10090304,10150,1
"Велосипед детский 2-х колесный, 16"" ROCKET, цвет синий R0031","• Велосипед 2-х колёсный, создан для регулярного катания.,• Яркий фирменный стиль ТМ ROCKET не оставит равнодушным ни одного ребенка!,• Отлично держит дорогу за счет  резиновых  надувных колес, диаметром 16 дюймов.,• Съёмные боковые колёса, из пластика.,• Диаметр боковых колёс: 11 см.,• Сиденье из ПВХ, можно регулировать по высоте.,• Велосипед оснащен передним и задним тормоза, срабатывают при нажатии ручек на руле.,• Ширина руля:  48 см, оснащен противоскользящими прорезиненными ручками.,• Руль можно регулировать по высоте.,• Стальной каркас.,• Пластиковые легкие брызговики  защитят маленького велосипедиста от загрязнений.,• В комплекте рулевой звонок.,• Для детей 5-6 лет. ,• Размеры велосипеда: 110х48х75 см.,• Велосипед подходит для детей ростом 100-125 см.,• Вес велосипеда: 7.2 кг.,• Максимально допустимый вес: 30 кг.,• На рулевой стойке крепление для корзины или катафота (не входят в комплект)","{'Бренд, ТМ': 'ROCKET', 'Страна': 'Китай', 'Возраст': 'от 5 лет', 'Диаметр колёс, дюймы': '16', 'Размер упаковки (ДхШхВ)': '86х19х42', 'Рост пользователя': '100-125', 'Цвет': 'Синий', 'Материал рамы': 'сталь', 'Материал колес': 'резина', 'Тип велосипеда': 'детский', 'Складной': 'нет', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'дисковый механический'}",10090308,7240,1
Велосипед трёхколёсный для малышей от 2х лет цвет голубой /Дружик/,"Велосипед 3-х колёсный ""ДРУЖИК"" - это классическая модель, которая идеально подойдет для малыша от 2 лет. У велосипеда малый вес, отсутствует ручка-толкатель, удобные педали. Это полноценное транспортное средство, которым ребёнок управляет самостоятельно. Расцветка велосипеда выполнена в ярких детских цветах, модная и современная: сочетает белый с голубым. Благодаря мягким прорезиненным грипсам, ручки малыша не будут соскальзывать с руля.,Грипсы: прорезиненные нескользящие.,Каркасная спинка: да.","{'Бренд, ТМ': 'Дружик', 'Страна': 'Китай', 'Возраст': 'от 2 лет', 'Материал рамы': 'сталь', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '35х60х48', 'Материал колес': 'Резиновые', 'Материал товара': 'Сталь', 'Большая коробка': '6', 'Малая коробка': '1', 'Наклонная спинка': 'нет'}",1090447,1490,242
Велосипед трёхколёсный для малышей от 2х лет с клаксоном /Дружик/,"Велосипед 3-х колёсный ""ДРУЖИК"" - это классическая модель, которая идеально подойдет для малыша от 2 лет. У велосипеда малый вес, отсутствует ручка-толкатель, удобные педали. Это полноценное транспортное средство, которым ребёнок управляет самостоятельно. Расцветка велосипеда выполнена в ярких детских цветах, модная и современная: сочетает розовый с белым. Благодаря мягким прорезиненным грипсам, ручки малыша не будут соскальзывать с руля. Имеется клаксон для подачи сигнала. ,Грипсы: прорезиненные нескользящие.,Каркасная спинка: да.","{'Бренд, ТМ': 'Дружик', 'Страна': 'Китай', 'Возраст': 'от 2 лет', 'Материал рамы': 'сталь', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '35х60х48', 'Материал колес': 'Пластмассовые', 'Материал товара': 'Сталь', 'Большая коробка': '6', 'Малая коробка': '1', 'Наклонная спинка': 'нет'}",1090449,1670,208
Велосипед трёхколёсный для малышей от 2х лет с клаксоном  /Дружик/,"Велосипед 3-х колёсный ""ДРУЖИК"" - это классическая модель, которая идеально подойдет для малыша от 2 лет. У велосипеда малый вес, отсутствует ручка-толкатель, удобные педали. Это полноценное транспортное средство, которым ребёнок управляет самостоятельно. Расцветка велосипеда выполнена в ярких детских цветах, модная и современная: сочетает синий с белым. Благодаря мягким прорезиненным грипсам, ручки малыша не будут соскальзывать с руля. Имеется клаксон для подачи сигнала. ,Грипсы: прорезиненные нескользящие.,Каркасная спинка: да.","{'Бренд, ТМ': 'Дружик', 'Страна': 'Китай', 'Возраст': 'от 2 лет', 'Материал рамы': 'сталь', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '37х54х50', 'Материал колес': 'Пластмассовые', 'Материал товара': 'Сталь', 'Большая коробка': '6', 'Малая коробка': '1', 'Наклонная спинка': 'нет'}",1090457,1670,358
Велосипед трёхколёсный для малышей от 2х лет с клаксоном /Дружик/,"Велосипед 3-х колёсный ""ДРУЖИК"" - это классическая модель, которая идеально подойдет для малыша от 2 лет. У велосипеда малый вес, отсутствует ручка-толкатель, удобные педали. Это полноценное транспортное средство, которым ребёнок управляет самостоятельно. Расцветка велосипеда выполнена в ярких детских цветах, модная и современная: сочетает голубой с белым. Благодаря мягким прорезиненным грипсам, ручки малыша не будут соскальзывать с руля. Имеется клаксон для подачи сигнала. ,Грипсы: прорезиненные нескользящие.,Каркасная спинка: да.","{'Бренд, ТМ': 'Дружик', 'Страна': 'Китай', 'Возраст': 'от 2 лет', 'Материал рамы': 'сталь', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '37х54х50', 'Материал колес': 'Пластмассовые', 'Материал товара': 'Сталь', 'Большая коробка': '6', 'Малая коробка': '1'}",1090459,1670,235
